listName,phase,trialIndex,cycleIndex,targetId,display,positionId,x,y,size,repetition,isBackDisplay,inputOccluded,previousDisplay,previousPositionId,previousSize,previousInputOccluded,transitionDirection,transitionType,occlusionPrevType
C,main,83,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D1,1,Small,False,D1_to_D1,sameDisplay,
C,main,85,2,D2_P8_Small_R1,D2,8,0.9,0.9,Small,1,True,False,D1,4,Medium,False,D1_to_D2,crossDisplay,
C,main,86,2,D2_P6_Large_R1,D2,6,0.1,0.9,Large,1,True,False,D2,8,Small,False,D2_to_D2,sameDisplay,
C,main,87,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D2,6,Large,False,D2_to_D2,sameDisplay,
C,main,88,2,D1_P5_Small_R1,D1,5,0.9,0.5,Small,1,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
C,main,89,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D1,5,Small,False,D1_to_D1,sameDisplay,
C,main,90,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D1,6,Large,False,D1_to_D1,sameDisplay,
C,main,91,2,D1_P8_Small_R1,D1,8,0.9,0.9,Small,1,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
C,main,93,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
C,main,94,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,1,Large,False,D1_to_D2,crossDisplay,
C,main,95,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D2,7,Small,False,D2_to_D1,crossDisplay,
C,main,97,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D2,7,Medium,False,D2_to_D2,sameDisplay,
C,main,99,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D1,2,Medium,False,D1_to_D2,crossDisplay,front_to_occ
C,main,100,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D2,2,Large,True,D2_to_D1,crossDisplay,
C,main,101,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D1,2,Large,False,D1_to_D1,sameDisplay,
C,main,104,2,D2_P4_Large_R1,D2,4,0.5,0.5,Large,1,True,False,D2,1,Medium,True,D2_to_D2,sameDisplay,
C,main,108,2,D2_P7_Large_R1,D2,7,0.5,0.9,Large,1,True,False,D2,6,Medium,False,D2_to_D2,sameDisplay,
D,main,2,1,D2_P4_Small_R0,D2,4,0.5,0.5,Small,0,True,False,D1,5,Medium,False,D1_to_D2,crossDisplay,
D,main,3,1,D2_P2_Large_R0,D2,2,0.9,0.1,Large,0,True,True,D2,4,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,6,1,D1_P4_Large_R0,D1,4,0.5,0.5,Large,0,False,False,D2,0,Medium,True,D2_to_D1,crossDisplay,
D,main,8,1,D2_P6_Small_R0,D2,6,0.1,0.9,Small,0,True,False,D1,1,Medium,False,D1_to_D2,crossDisplay,
D,main,9,1,D1_P5_Small_R0,D1,5,0.9,0.5,Small,0,False,False,D2,6,Small,False,D2_to_D1,crossDisplay,
D,main,13,1,D1_P6_Large_R0,D1,6,0.1,0.9,Large,0,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
D,main,14,1,D2_P6_Large_R0,D2,6,0.1,0.9,Large,0,True,False,D1,6,Large,False,D1_to_D2,crossDisplay,
D,main,16,1,D2_P0_Large_R0,D2,0,0.1,0.1,Large,0,True,True,D1,2,Medium,False,D1_to_D2,crossDisplay,front_to_occ
D,main,17,1,D1_P1_Small_R0,D1,1,0.5,0.1,Small,0,False,False,D2,0,Large,True,D2_to_D1,crossDisplay,
D,main,18,1,D1_P8_Small_R0,D1,8,0.9,0.9,Small,0,False,False,D1,1,Small,False,D1_to_D1,sameDisplay,
D,main,19,1,D2_P7_Small_R0,D2,7,0.5,0.9,Small,0,True,False,D1,8,Small,False,D1_to_D2,crossDisplay,
D,main,20,1,D1_P0_Large_R0,D1,0,0.1,0.1,Large,0,False,False,D2,7,Small,False,D2_to_D1,crossDisplay,
D,main,21,1,D2_P5_Small_R0,D2,5,0.9,0.5,Small,0,True,False,D1,0,Large,False,D1_to_D2,crossDisplay,
D,main,22,1,D1_P6_Small_R0,D1,6,0.1,0.9,Small,0,False,False,D2,5,Small,False,D2_to_D1,crossDisplay,
D,main,23,1,D1_P8_Large_R0,D1,8,0.9,0.9,Large,0,False,False,D1,6,Small,False,D1_to_D1,sameDisplay,
D,main,25,1,D2_P0_Small_R0,D2,0,0.1,0.1,Small,0,True,True,D1,3,Medium,False,D1_to_D2,crossDisplay,front_to_occ
D,main,26,1,D2_P4_Large_R0,D2,4,0.5,0.5,Large,0,True,False,D2,0,Small,True,D2_to_D2,sameDisplay,
D,main,27,1,D1_P5_Large_R0,D1,5,0.9,0.5,Large,0,False,False,D2,4,Large,False,D2_to_D1,crossDisplay,
D,main,29,1,D1_P7_Large_R0,D1,7,0.5,0.9,Large,0,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
D,main,31,1,D2_P7_Large_R0,D2,7,0.5,0.9,Large,0,True,False,D1,4,Medium,False,D1_to_D2,crossDisplay,
D,main,32,1,D2_P5_Large_R0,D2,5,0.9,0.5,Large,0,True,False,D2,7,Large,False,D2_to_D2,sameDisplay,
D,main,33,1,D2_P1_Large_R0,D2,1,0.5,0.1,Large,0,True,True,D2,5,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,34,1,D1_P3_Small_R0,D1,3,0.1,0.5,Small,0,False,False,D2,1,Large,True,D2_to_D1,crossDisplay,
D,main,35,1,D1_P4_Small_R0,D1,4,0.5,0.5,Small,0,False,False,D1,3,Small,False,D1_to_D1,sameDisplay,
D,main,36,1,D2_P3_Small_R0,D2,3,0.1,0.5,Small,0,True,False,D1,4,Small,False,D1_to_D2,crossDisplay,
D,main,37,1,D1_P3_Large_R0,D1,3,0.1,0.5,Large,0,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
D,main,38,1,D2_P8_Small_R0,D2,8,0.9,0.9,Small,0,True,False,D1,3,Large,False,D1_to_D2,crossDisplay,
D,main,41,1,D2_P1_Small_R0,D2,1,0.5,0.1,Small,0,True,True,D2,7,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,45,1,D1_P2_Large_R0,D1,2,0.9,0.1,Large,0,False,False,D2,8,Medium,False,D2_to_D1,crossDisplay,
D,main,46,1,D1_P7_Small_R0,D1,7,0.5,0.9,Small,0,False,False,D1,2,Large,False,D1_to_D1,sameDisplay,
D,main,47,1,D1_P2_Small_R0,D1,2,0.9,0.1,Small,0,False,False,D1,7,Small,False,D1_to_D1,sameDisplay,
D,main,48,1,D2_P3_Large_R0,D2,3,0.1,0.5,Large,0,True,False,D1,2,Small,False,D1_to_D2,crossDisplay,
D,main,50,1,D2_P8_Large_R0,D2,8,0.9,0.9,Large,0,True,False,D2,5,Medium,False,D2_to_D2,sameDisplay,
D,main,51,1,D2_P2_Small_R0,D2,2,0.9,0.1,Small,0,True,True,D2,8,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,52,1,D1_P0_Small_R0,D1,0,0.1,0.1,Small,0,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
D,main,54,1,D1_P1_Large_R0,D1,1,0.5,0.1,Large,0,False,False,D1,8,Medium,False,D1_to_D1,sameDisplay,
D,main,55,2,D1_P4_Large_R1,D1,4,0.5,0.5,Large,1,False,False,D1,1,Large,False,D1_to_D1,sameDisplay,
D,main,56,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D1,4,Large,False,D1_to_D1,sameDisplay,
D,main,58,2,D2_P6_Small_R1,D2,6,0.1,0.9,Small,1,True,False,D2,2,Medium,True,D2_to_D2,sameDisplay,
D,main,59,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D2,6,Small,False,D2_to_D1,crossDisplay,
D,main,61,2,D2_P4_Small_R1,D2,4,0.5,0.5,Small,1,True,False,D2,0,Medium,True,D2_to_D2,sameDisplay,
D,main,62,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D2,4,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,63,2,D1_P8_Small_R1,D1,8,0.9,0.9,Small,1,False,False,D2,2,Large,True,D2_to_D1,crossDisplay,
D,main,64,2,D2_P5_Large_R1,D2,5,0.9,0.5,Large,1,True,False,D1,8,Small,False,D1_to_D2,crossDisplay,
D,main,67,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,3,Medium,False,D1_to_D2,crossDisplay,
D,main,68,2,D2_P4_Large_R1,D2,4,0.5,0.5,Large,1,True,False,D2,7,Small,False,D2_to_D2,sameDisplay,
D,main,71,2,D1_P2_Small_R1,D1,2,0.9,0.1,Small,1,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
D,main,74,2,D2_P3_Small_R1,D2,3,0.1,0.5,Small,1,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
D,main,75,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
D,main,76,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D1,5,Large,False,D1_to_D1,sameDisplay,
D,main,77,2,D1_P7_Large_R1,D1,7,0.5,0.9,Large,1,False,False,D1,2,Large,False,D1_to_D1,sameDisplay,
D,main,79,2,D1_P7_Small_R1,D1,7,0.5,0.9,Small,1,False,False,D1,0,Medium,False,D1_to_D1,sameDisplay,
D,main,80,2,D1_P6_Small_R1,D1,6,0.1,0.9,Small,1,False,False,D1,7,Small,False,D1_to_D1,sameDisplay,
D,main,81,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D1,6,Small,False,D1_to_D1,sameDisplay,
D,main,83,2,D2_P3_Large_R1,D2,3,0.1,0.5,Large,1,True,False,D2,8,Medium,False,D2_to_D2,sameDisplay,
D,main,84,2,D1_P1_Small_R1,D1,1,0.5,0.1,Small,1,False,False,D2,3,Large,False,D2_to_D1,crossDisplay,
D,main,85,2,D2_P6_Large_R1,D2,6,0.1,0.9,Large,1,True,False,D1,1,Small,False,D1_to_D2,crossDisplay,
D,main,86,2,D2_P1_Small_R1,D2,1,0.5,0.1,Small,1,True,True,D2,6,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,87,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D2,1,Small,True,D2_to_D1,crossDisplay,
D,main,90,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D1,1,Medium,False,D1_to_D2,crossDisplay,
D,main,91,2,D1_P3_Small_R1,D1,3,0.1,0.5,Small,1,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
D,main,92,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D1,3,Small,False,D1_to_D1,sameDisplay,
D,main,93,2,D2_P2_Small_R1,D2,2,0.9,0.1,Small,1,True,True,D1,0,Large,False,D1_to_D2,crossDisplay,front_to_occ
D,main,96,2,D2_P1_Large_R1,D2,1,0.5,0.1,Large,1,True,True,D1,6,Medium,False,D1_to_D2,crossDisplay,front_to_occ
D,main,97,2,D2_P7_Large_R1,D2,7,0.5,0.9,Large,1,True,False,D2,1,Large,True,D2_to_D2,sameDisplay,
D,main,98,2,D2_P8_Small_R1,D2,8,0.9,0.9,Small,1,True,False,D2,7,Large,False,D2_to_D2,sameDisplay,
D,main,99,2,D2_P0_Small_R1,D2,0,0.1,0.1,Small,1,True,True,D2,8,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
D,main,100,2,D1_P5_Small_R1,D1,5,0.9,0.5,Small,1,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
D,main,101,2,D2_P0_Large_R1,D2,0,0.1,0.1,Large,1,True,True,D1,5,Small,False,D1_to_D2,crossDisplay,front_to_occ
D,main,103,2,D1_P8_Large_R1,D1,8,0.9,0.9,Large,1,False,False,D1,4,Medium,False,D1_to_D1,sameDisplay,
D,main,104,2,D1_P4_Small_R1,D1,4,0.5,0.5,Small,1,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
D,main,107,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D1,5,Medium,False,D1_to_D2,crossDisplay,
E,main,1,1,D1_P4_Large_R0,D1,4,0.5,0.5,Large,0,False,False,,,,,,,
E,main,2,1,D2_P3_Large_R0,D2,3,0.1,0.5,Large,0,True,False,D1,4,Large,False,D1_to_D2,crossDisplay,
E,main,3,1,D2_P0_Small_R0,D2,0,0.1,0.1,Small,0,True,True,D2,3,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,4,1,D1_P3_Large_R0,D1,3,0.1,0.5,Large,0,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
E,main,5,1,D2_P6_Large_R0,D2,6,0.1,0.9,Large,0,True,False,D1,3,Large,False,D1_to_D2,crossDisplay,
E,main,6,1,D2_P1_Large_R0,D2,1,0.5,0.1,Large,0,True,True,D2,6,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,7,1,D1_P7_Large_R0,D1,7,0.5,0.9,Large,0,False,False,D2,1,Large,True,D2_to_D1,crossDisplay,
E,main,8,1,D2_P8_Small_R0,D2,8,0.9,0.9,Small,0,True,False,D1,7,Large,False,D1_to_D2,crossDisplay,
E,main,10,1,D2_P5_Small_R0,D2,5,0.9,0.5,Small,0,True,False,D1,3,Medium,False,D1_to_D2,crossDisplay,
E,main,12,1,D1_P6_Large_R0,D1,6,0.1,0.9,Large,0,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
E,main,13,1,D2_P3_Small_R0,D2,3,0.1,0.5,Small,0,True,False,D1,6,Large,False,D1_to_D2,crossDisplay,
E,main,14,1,D1_P0_Large_R0,D1,0,0.1,0.1,Large,0,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
E,main,15,1,D1_P1_Large_R0,D1,1,0.5,0.1,Large,0,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
E,main,17,1,D2_P7_Large_R0,D2,7,0.5,0.9,Large,0,True,False,D2,1,Medium,True,D2_to_D2,sameDisplay,
E,main,19,1,D2_P2_Small_R0,D2,2,0.9,0.1,Small,0,True,True,D2,6,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,20,1,D1_P4_Small_R0,D1,4,0.5,0.5,Small,0,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
E,main,25,1,D1_P8_Small_R0,D1,8,0.9,0.9,Small,0,False,False,D1,4,Medium,False,D1_to_D1,sameDisplay,
E,main,27,1,D2_P2_Large_R0,D2,2,0.9,0.1,Large,0,True,True,D2,5,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,29,1,D1_P2_Large_R0,D1,2,0.9,0.1,Large,0,False,False,D1,1,Medium,False,D1_to_D1,sameDisplay,
E,main,30,1,D2_P8_Large_R0,D2,8,0.9,0.9,Large,0,True,False,D1,2,Large,False,D1_to_D2,crossDisplay,
E,main,31,1,D1_P0_Small_R0,D1,0,0.1,0.1,Small,0,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
E,main,33,1,D1_P5_Small_R0,D1,5,0.9,0.5,Small,0,False,False,D1,2,Medium,False,D1_to_D1,sameDisplay,
E,main,34,1,D2_P0_Large_R0,D2,0,0.1,0.1,Large,0,True,True,D1,5,Small,False,D1_to_D2,crossDisplay,front_to_occ
E,main,36,1,D1_P2_Small_R0,D1,2,0.9,0.1,Small,0,False,False,D2,7,Medium,False,D2_to_D1,crossDisplay,
E,main,37,1,D2_P7_Small_R0,D2,7,0.5,0.9,Small,0,True,False,D1,2,Small,False,D1_to_D2,crossDisplay,
E,main,40,1,D2_P4_Small_R0,D2,4,0.5,0.5,Small,0,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
E,main,41,1,D1_P8_Large_R0,D1,8,0.9,0.9,Large,0,False,False,D2,4,Small,False,D2_to_D1,crossDisplay,
E,main,42,1,D1_P1_Small_R0,D1,1,0.5,0.1,Small,0,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
E,main,44,1,D2_P4_Large_R0,D2,4,0.5,0.5,Large,0,True,False,D1,7,Medium,False,D1_to_D2,crossDisplay,
E,main,45,1,D2_P6_Small_R0,D2,6,0.1,0.9,Small,0,True,False,D2,4,Large,False,D2_to_D2,sameDisplay,
E,main,47,1,D1_P6_Small_R0,D1,6,0.1,0.9,Small,0,False,False,D2,2,Medium,True,D2_to_D1,crossDisplay,
E,main,48,1,D2_P1_Small_R0,D2,1,0.5,0.1,Small,0,True,True,D1,6,Small,False,D1_to_D2,crossDisplay,front_to_occ
E,main,49,1,D2_P5_Large_R0,D2,5,0.9,0.5,Large,0,True,False,D2,1,Small,True,D2_to_D2,sameDisplay,
E,main,50,1,D1_P7_Small_R0,D1,7,0.5,0.9,Small,0,False,False,D2,5,Large,False,D2_to_D1,crossDisplay,
E,main,51,1,D1_P5_Large_R0,D1,5,0.9,0.5,Large,0,False,False,D1,7,Small,False,D1_to_D1,sameDisplay,
E,main,54,1,D1_P3_Small_R0,D1,3,0.1,0.5,Small,0,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
E,main,55,2,D1_P4_Large_R1,D1,4,0.5,0.5,Large,1,False,False,D1,3,Small,False,D1_to_D1,sameDisplay,
E,main,57,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D1,3,Medium,False,D1_to_D1,sameDisplay,
E,main,58,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
E,main,60,2,D1_P2_Small_R1,D1,2,0.9,0.1,Small,1,False,False,D1,6,Medium,False,D1_to_D1,sameDisplay,
E,main,62,2,D1_P3_Small_R1,D1,3,0.1,0.5,Small,1,False,False,D2,6,Medium,False,D2_to_D1,crossDisplay,
E,main,63,2,D2_P5_Large_R1,D2,5,0.9,0.5,Large,1,True,False,D1,3,Small,False,D1_to_D2,crossDisplay,
E,main,66,2,D2_P6_Small_R1,D2,6,0.1,0.9,Small,1,True,False,D1,4,Medium,False,D1_to_D2,crossDisplay,
E,main,67,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D2,6,Small,False,D2_to_D2,sameDisplay,
E,main,68,2,D1_P7_Large_R1,D1,7,0.5,0.9,Large,1,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
E,main,71,2,D2_P8_Small_R1,D2,8,0.9,0.9,Small,1,True,False,D2,2,Medium,True,D2_to_D2,sameDisplay,
E,main,72,2,D1_P4_Small_R1,D1,4,0.5,0.5,Small,1,False,False,D2,8,Small,False,D2_to_D1,crossDisplay,
E,main,74,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D1,7,Medium,False,D1_to_D1,sameDisplay,
E,main,75,2,D1_P1_Small_R1,D1,1,0.5,0.1,Small,1,False,False,D1,2,Large,False,D1_to_D1,sameDisplay,
E,main,76,2,D2_P3_Large_R1,D2,3,0.1,0.5,Large,1,True,False,D1,1,Small,False,D1_to_D2,crossDisplay,
E,main,78,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
E,main,79,2,D2_P1_Small_R1,D2,1,0.5,0.1,Small,1,True,True,D1,6,Large,False,D1_to_D2,crossDisplay,front_to_occ
E,main,81,2,D2_P0_Small_R1,D2,0,0.1,0.1,Small,1,True,True,D2,5,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,82,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
E,main,84,2,D2_P0_Large_R1,D2,0,0.1,0.1,Large,1,True,True,D2,3,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,85,2,D1_P5_Small_R1,D1,5,0.9,0.5,Small,1,False,False,D2,0,Large,True,D2_to_D1,crossDisplay,
E,main,86,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D1,5,Small,False,D1_to_D2,crossDisplay,
E,main,88,2,D1_P8_Small_R1,D1,8,0.9,0.9,Small,1,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
E,main,89,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D1,8,Small,False,D1_to_D1,sameDisplay,
E,main,91,2,D2_P7_Large_R1,D2,7,0.5,0.9,Large,1,True,False,D2,0,Medium,True,D2_to_D2,sameDisplay,
E,main,93,2,D2_P3_Small_R1,D2,3,0.1,0.5,Small,1,True,False,D1,2,Medium,False,D1_to_D2,crossDisplay,
E,main,94,2,D2_P1_Large_R1,D2,1,0.5,0.1,Large,1,True,True,D2,3,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,95,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D2,1,Large,True,D2_to_D2,sameDisplay,occ_to_occ
E,main,97,2,D2_P6_Large_R1,D2,6,0.1,0.9,Large,1,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
E,main,100,2,D1_P6_Small_R1,D1,6,0.1,0.9,Small,1,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
E,main,101,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,6,Small,False,D1_to_D2,crossDisplay,
E,main,102,2,D1_P7_Small_R1,D1,7,0.5,0.9,Small,1,False,False,D2,7,Small,False,D2_to_D1,crossDisplay,
E,main,103,2,D2_P4_Small_R1,D2,4,0.5,0.5,Small,1,True,False,D1,7,Small,False,D1_to_D2,crossDisplay,
E,main,105,2,D2_P2_Small_R1,D2,2,0.9,0.1,Small,1,True,True,D2,7,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
E,main,106,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
E,main,107,2,D2_P4_Large_R1,D2,4,0.5,0.5,Large,1,True,False,D1,0,Small,False,D1_to_D2,crossDisplay,
E,main,108,2,D1_P8_Large_R1,D1,8,0.9,0.9,Large,1,False,False,D2,4,Large,False,D2_to_D1,crossDisplay,
F,main,1,1,D2_P4_Small_R0,D2,4,0.5,0.5,Small,0,True,False,,,,,,,
F,main,2,1,D1_P8_Small_R0,D1,8,0.9,0.9,Small,0,False,False,D2,4,Small,False,D2_to_D1,crossDisplay,
F,main,3,1,D1_P0_Small_R0,D1,0,0.1,0.1,Small,0,False,False,D1,8,Small,False,D1_to_D1,sameDisplay,
F,main,4,1,D1_P8_Large_R0,D1,8,0.9,0.9,Large,0,False,False,D1,0,Small,False,D1_to_D1,sameDisplay,
F,main,5,1,D1_P2_Large_R0,D1,2,0.9,0.1,Large,0,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
F,main,6,1,D2_P2_Small_R0,D2,2,0.9,0.1,Small,0,True,True,D1,2,Large,False,D1_to_D2,crossDisplay,front_to_occ
F,main,7,1,D2_P6_Large_R0,D2,6,0.1,0.9,Large,0,True,False,D2,2,Small,True,D2_to_D2,sameDisplay,
F,main,10,1,D2_P3_Small_R0,D2,3,0.1,0.5,Small,0,True,False,D1,6,Medium,False,D1_to_D2,crossDisplay,
F,main,11,1,D1_P3_Large_R0,D1,3,0.1,0.5,Large,0,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
F,main,12,1,D1_P5_Large_R0,D1,5,0.9,0.5,Large,0,False,False,D1,3,Large,False,D1_to_D1,sameDisplay,
F,main,13,1,D2_P8_Large_R0,D2,8,0.9,0.9,Large,0,True,False,D1,5,Large,False,D1_to_D2,crossDisplay,
F,main,16,1,D2_P0_Small_R0,D2,0,0.1,0.1,Small,0,True,True,D2,7,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
F,main,17,1,D2_P7_Small_R0,D2,7,0.5,0.9,Small,0,True,False,D2,0,Small,True,D2_to_D2,sameDisplay,
F,main,18,1,D1_P3_Small_R0,D1,3,0.1,0.5,Small,0,False,False,D2,7,Small,False,D2_to_D1,crossDisplay,
F,main,19,1,D2_P7_Large_R0,D2,7,0.5,0.9,Large,0,True,False,D1,3,Small,False,D1_to_D2,crossDisplay,
F,main,21,1,D2_P4_Large_R0,D2,4,0.5,0.5,Large,0,True,False,D2,5,Medium,False,D2_to_D2,sameDisplay,
F,main,22,1,D1_P0_Large_R0,D1,0,0.1,0.1,Large,0,False,False,D2,4,Large,False,D2_to_D1,crossDisplay,
F,main,23,1,D2_P1_Small_R0,D2,1,0.5,0.1,Small,0,True,True,D1,0,Large,False,D1_to_D2,crossDisplay,front_to_occ
F,main,25,1,D2_P2_Large_R0,D2,2,0.9,0.1,Large,0,True,True,D2,4,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
F,main,26,1,D1_P6_Large_R0,D1,6,0.1,0.9,Large,0,False,False,D2,2,Large,True,D2_to_D1,crossDisplay,
F,main,28,1,D2_P8_Small_R0,D2,8,0.9,0.9,Small,0,True,False,D1,2,Medium,False,D1_to_D2,crossDisplay,
F,main,30,1,D1_P5_Small_R0,D1,5,0.9,0.5,Small,0,False,False,D1,8,Medium,False,D1_to_D1,sameDisplay,
F,main,31,1,D1_P2_Small_R0,D1,2,0.9,0.1,Small,0,False,False,D1,5,Small,False,D1_to_D1,sameDisplay,
F,main,32,1,D1_P7_Large_R0,D1,7,0.5,0.9,Large,0,False,False,D1,2,Small,False,D1_to_D1,sameDisplay,
F,main,33,1,D2_P5_Large_R0,D2,5,0.9,0.5,Large,0,True,False,D1,7,Large,False,D1_to_D2,crossDisplay,
F,main,34,1,D1_P1_Large_R0,D1,1,0.5,0.1,Large,0,False,False,D2,5,Large,False,D2_to_D1,crossDisplay,
F,main,40,1,D1_P7_Small_R0,D1,7,0.5,0.9,Small,0,False,False,D2,0,Medium,True,D2_to_D1,crossDisplay,
F,main,41,1,D2_P6_Small_R0,D2,6,0.1,0.9,Small,0,True,False,D1,7,Small,False,D1_to_D2,crossDisplay,
F,main,43,1,D1_P6_Small_R0,D1,6,0.1,0.9,Small,0,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
F,main,44,1,D1_P4_Large_R0,D1,4,0.5,0.5,Large,0,False,False,D1,6,Small,False,D1_to_D1,sameDisplay,
F,main,45,1,D2_P3_Large_R0,D2,3,0.1,0.5,Large,0,True,False,D1,4,Large,False,D1_to_D2,crossDisplay,
F,main,47,1,D2_P1_Large_R0,D2,1,0.5,0.1,Large,0,True,True,D1,4,Medium,False,D1_to_D2,crossDisplay,front_to_occ
F,main,48,1,D2_P5_Small_R0,D2,5,0.9,0.5,Small,0,True,False,D2,1,Large,True,D2_to_D2,sameDisplay,
F,main,49,1,D1_P1_Small_R0,D1,1,0.5,0.1,Small,0,False,False,D2,5,Small,False,D2_to_D1,crossDisplay,
F,main,50,1,D2_P0_Large_R0,D2,0,0.1,0.1,Large,0,True,True,D1,1,Small,False,D1_to_D2,crossDisplay,front_to_occ
F,main,53,1,D1_P4_Small_R0,D1,4,0.5,0.5,Small,0,False,False,D2,2,Medium,True,D2_to_D1,crossDisplay,
F,main,56,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D2,8,Medium,False,D2_to_D1,crossDisplay,
F,main,57,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D1,2,Large,False,D1_to_D2,crossDisplay,front_to_occ
F,main,59,2,D1_P8_Small_R1,D1,8,0.9,0.9,Small,1,False,False,D1,6,Medium,False,D1_to_D1,sameDisplay,
